7	109	0	58	1	54	1	4	1
8	94	0	55	1	30	1	4	1
9	34	1	32	1	31	1	10	1
10	83	1	80	1	57	1	5	1
11	108	0	40	1	26	1	6	1
12	72	0	37	1	32	1	8	1
13	93	0	93	0	28	1	9	1
14	71	0	56	1	33	1	3	1
15	104	0	78	0	26	1	6	1
16	94	0	85	1	44	1	6	2
17	82	1	75	1	65	1	8	2
18	109	0	81	0	28	1	3	2
19	79	1	73	1	45	1	3	2
20	104	1	91	1	76	1	1	2
21	56	1	48	1	45	1	5	2
22	67	1	55	1	52	1	8	2
23	72	1	69	1	59	1	2	2
24	103	0	58	0	29	1	4	2
25	61	0	41	1	25	1	6	2
26	63	0	39	1	26	1	6	2
27	88	0	58	1	41	1	3	2
28	87	0	70	1	39	1	6	2
29	61	0	42	0	21	1	7	2
30	66	1	47	1	35	1	3	2
6	2503005
587	233	220
30
1	86	1	84	1	45	1	4	1
2	81	0	45	1	34	1	6	1
3	70	1	54	1	37	1	8	1
4	71	1	61	1	52	1	10	1
5	78	1	73	1	40	1	8	1
6	69	1	63	1	46	1	4	1
7	72	1	67	1	56	1	5	1
8	75	0	75	0	36	1	3	1
9	94	1	88	1	50	1	6	1
10	65	1	51	1	50	1	6	1
11	81	1	56	1	46	1	10	1
12	68	0	44	1	27	1	5	1
13	108	0	52	1	45	1	5	1
14	114	0	80	1	44	1	3	1
15	84	0	39	1	22	1	7	1
16	62	0	58	1	30	1	6	2
17	86	0	68	0	33	1	6	2
18	59	0	52	0	22	1	6	2
19	42	0	33	1	21	1	8	2
20	110	0	74	1	38	1	4	2
21	79	0	62	0	28	1	5	2
22	86	0	53	1	33	1	3	2
23	78	0	60	0	20	1	5	2
24	105	0	88	0	29	1	3	2
25	115	0	75	0	29	1	3	2
26	73	1	72	1	59	1	5	2
27	77	0	77	0	36	1	2	2
28	94	0	59	1	36	1	4	2
29	52	1	33	1	30	1	5	2
30	68	1	61	1	60	1	5	2
7	2503105
587	233	220
30
1	118	0	79	1	51	1	5	1
2	86	0	32	1	31	1	3	1
3	64	1	58	1	52	1	5	1
4	42	1	42	1	32	1	3	1
5	64	1	55	1	43	1	3	1
6	84	0	70	0	35	1	3	1
7	76	0	57	1	36	1	3	1
8	95	1	60	1	55	1	5	1
9	80	1	66	1	52	1	5	1
10	109	0	73	0	23	1	3	1
11	72	1	65	1	54	1	4	1
12	98	0	55	1	44	1	3	1
13	88	0	61	1	31	1	2	1
14	94	1	82	1	66	1	6	1
15	78	1	77	1	64	1	2	1
16	77	0	32	1	30	1	1	2
17	91	1	61	1	61	1	5	2
18	101	1	100	1	77	1	2	2
19	103	1	63	1	59	1	5	2
20	117	0	61	1	57	1	2	2
21	71	0	69	0	34	1	2	2
22	60	0	51	1	30	1	4	2
23	87	0	60	0	29	1	2	2
24	107	1	72	1	62	1	5	2
25	93	1	77	1	64	1	5	2
26	55	1	44	1	44	1	3	2
27	66	0	36	1	31	1	4	2
28	94	0	79	0	26	1	4	2
29	76	1	63	1	46	1	8	2
30	74	1	56	1	40	1	3	2
8	2503205
587	233	220
30
1	75	1	58	1	57	1	5	1
2	57	1	37	1	30	1	4	1
3	79	0	74	0	35	1	3	1
4	104	1	99	1	74	1	1	1
5	55	1	46	1	31	1	5	1
6	99	0	98	0	33	1	5	1
7	90	1	85	1	59	1	7	1
8	115	0	74	1	44	1	5	1
9	107	0	67	0	21	1	3	1
10	81	1	76	1	55	1	3	1
11	118	0	84	0	27	1	3	1
12	67	1	60	1	38	1	2	1
13	78	1	48	1	46	1	4	1
14	67	1	53	1	49	1	8	1
15	74	1	43	1	38	1	8	1
16	89	1	81	1	62	1	4	2
17	95	0	54	1	28	1	7	2
18	72	1	72	1	51	1	2	2
19	93	0	72	0	35	1	7	2
20	40	1	33	1	23	1	7	2
21	75	1	66	1	53	1	4	2
22	65	0	49	1	26	1	3	2
23	96	0	61	1	38	1	3	2
24	109	0	55	1	34	1	4	2
25	82	0	54	1	39	1	7	2
26	92	1	77	1	51	1	4	2
27	117	0	56	1	55	1	3	2
28	60	1	38	1	34	1	5	2
29	73	1	59	1	45	1	5	2
30	88	1	73	1	51	1	4	2
9	2503305
587	233	220
30
1	90	1	70	1	63	1	4	1
2	84	0	78	0	28	1	2	1
3	94	0	85	0	39	1	1	1
4	80	1	76	1	54	1	5	1
5	69	1	50	1	45	1	4	1
6	70	1	57	1	37	1	4	1
7	94	1	61	1	54	1	4	1
8	92	0	44	1	29	1	2	1
9	72	1	53	1	37	1	5	1
10	89	0	43	1	27	1	3	1
11	91	0	44	1	28	1	3	1
12	78	1	76	1	68	1	5	1
13	84	0	61	1	33	1	2	1
14	107	0	40	1	39	1	2	1
15	114	1	75	1	69	1	1	1
16	57	1	55	1	48	1	4	2
17	99	0	57	1	47	1	8	2
18	92	0	66	1	44	1	3	2
19	73	1	48	1	42	1	5	2
20	99	0	46	1	39	1	2	2
21	97	0	82	0	35	1	4	2
22	100	0	53	1	47	1	4	2
23	104	0	62	1	48	1	5	2
24	111	0	67	1	39	1	7	2
25	93	0	70	1	43	1	2	2
26	63	1	49	1	46	1	3	2
27	112	0	75	1	45	1	4	2
28	118	0	58	1	42	1	6	2
29	91	1	83	1	72	1	6	2
30	102	0	45	1	45	1	5	2
10	2503405
587	233	220
30
1	68	0	66	0	31	1	7	1
2	120	0	34	1	26	1	4	1
3	95	1	76	1	60	1	2	1
4	61	1	47	1	34	1	1	1
5	53	1	45	1	36	1	4	1
6	80	1	52	1	42	1	6	1
7	109	0	63	0	28	1	6	1
8	74	0	64	1	35	1	4	1
9	53	1	40	1	36	1	5	1
10	102	1	96	1	59	1	4	1
11	64	1	60	1	47	1	7	1
12	99	0	90	0	32	1	3	1
13	76	1	50	1	43	1	2	1
14	90	0	75	0	25	1	5	1
15	94	0	65	1	37	1	6	1
16	117	0	34	1	28	1	9	2
17	39	1	28	1	24	1	9	2
18	92	0	60	1	42	1	5	2
19	102	0	78	1	49	1	3	2
20	82	1	69	1	46	1	6	2
21	88	1	78	1	53	1	3	2
22	45	0	43	0	20	1	6	2
23	113	1	62	1	57	1	5	2
24	113	0	98	0	38	1	2	2
25	58	1	55	1	32	1	4	2
26	42	0	34	1	21	1	6	2
27	107	0	34	1	33	1	6	2
28	84	1	78	1	49	1	9	2
29	93	0	60	0	23	1	4	2
30	115	0	78	1	40	1	8	2
11	2503505
587	233	220
30
1	74	1	63	1	61	1	1	1
2	71	0	60	0	25	1	5	1
3	106	1	80	1	59	1	3	1
4	109	0	76	1	42	1	3	1
5	118	0	56	0	22	1	6	1
6	105	0	67	1	43	1	6	1
7	72	1	65	1	37	1	3	1
8	84	1	59	1	54	1	5	1
9	91	0	69	0	26	1	2	1
10	69	0	31	1	28	1	4	1
11	76	0	67	1	37	1	2	1
12	48	1	39	1	25	1	4	1
13	91	1	79	1	66	1	5	1
14	72	1	63	1	42	1	5	1
15	74	1	74	1	60	1	8	1
16	85	0	78	0	20	1	5	2
17	52	1	32	1	32	1	2	2
18	83	1	63	1	54	1	4	2
19	71	0	32	1	26	1	5	2
20	65	0	53	1	30	1	5	2
21	95	1	84	1	61	1	4	2
22	78	1	47	1	43	1	4	2
23	66	0	63	0	31	1	8	2
24	114	1	82	1	71	1	3	2
25	109	0	46	0	22	1	5	2
26	82	0	54	1	38	1	3	2
27	102	1	99	1	53	1	9	2
28	57	1	51	1	37	1	3	2
29	103	0	36	1	29	1	1	2
30	50	1	38	1	35	1	6	2
12	2503605
587	233	220
30
1	95	1	80	1	57	1	2	1
2	112	0	87	0	23	1	5	1
3	116	0	41	1	40	1	5	1
4	98	1	80	1	56	1	6	1
5	108	1	60	1	59	1	4	1
6	82	1	77	1	67	1	3	1
7	67	1	46	1	36	1	2	1
8	104	0	72	1	44	1	7	1
9	89	0	56	0	24	1	3	1
10	64	1	36	1	36	1	6	1
11	101	0	86	0	31	1	7	1
12	69	1	65	1	37	1	5	1
13	106	0	39	1	22	1	3	1
14	100	0	58	1	37	1	3	1
15	56	1	53	1	35	1	3	1
16	66	1	53	1	51	1	2	2
17	116	0	36	1	20	1	5	2
18	48	1	35	1	33	1	7	2
19	63	1	62	1	41	1	5	2
20	59	1	53	1	48	1	4	2
21	101	0	43	1	40	1	7	2
22	113	0	74	1	41	1	3	2
23	75	1	63	1	40	1	3	2
24	116	0	65	1	43	1	5	2
25	72	0	71	0	35	1	4	2
26	53	0	34	1	26	1	7	2
27	97	1	88	1	72	1	4	2
28	108	1	65	1	57	1	7	2
29	113	0	75	1	49	1	2	2
30	52	0	30	1	22	1	6	2
13	2503705
587	233	220
30
1	52	0	36	1	25	1	7	1
2	63	0	37	1	21	1	7	1
3	100	0	61	1	36	1	6	1
4	79	0	52	1	36	1	8	1
5	99	0	63	1	36	1	5	1
6	97	0	49	1	30	1	3	1
7	90	1	69	1	55	1	10	1
8	91	0	33	1	28	1	4	1
9	111	0	76	1	41	1	5	1
10	95	0	44	1	35	1	6	1
11	74	0	47	1	29	1	5	1
12	100	0	48	0	20	1	5	1
13	75	0	38	1	30	1	4	1
14	86	1	68	1	44	1	5	1
15	72	0	52	1	33	1	4	1
16	112	0	52	0	25	1	5	2
17	109	0	48	1	40	1	3	2
18	83	1	74	1	42	1	4	2
19	101	0	93	0	40	1	2	2
20	76	0	66	0	31	1	6	2
21	107	0	71	0	25	1	2	2
22	57	1	40	1	40	1	5	2
23	64	0	49	0	24	1	4	2
24	118	0	75	1	48	1	7	2
25	99	0	61	1	33	1	6	2
26	100	0	59	1	30	1	8	2
27	92	0	77	0	31	1	10	2
28	77	1	75	1	72	1	4	2
29	61	1	44	1	32	1	6	2
30	65	0	55	0	25	1	7	2
14	2503805
587	233	220
30
1	68	0	48	1	31	1	3	1
2	104	1	80	1	63	1	5	1
3	82	0	46	0	21	1	6	1
4	114	1	78	1	60	1	1	1
5	90	1	74	1	66	1	6	1
6	112	0	54	1	36	1	6	1
7	71	1	64	1	54	1	3	1
8	74	0	53	1	33	1	2	1
9	75	1	62	1	57	1	3	1
10	68	1	62	1	52	1	5	1
11	64	1	49	1	47	1	3	1
12	60	1	39	1	36	1	6	1
13	55	1	45	1	35	1	4	1
14	59	1	35	1	31	1	2	1
15	104	0	47	1	34	1	3	1
16	81	0	74	1	38	1	5	2
17	101	0	77	1	45	1	6	2
18	116	0	55	1	36	1	1	2
19	77	1	71	1	47	1	3	2
20	90	0	73	1	38	1	5	2
21	114	0	68	0	27	1	3	2
22	91	0	67	1	38	1	3	2
23	65	1	58	1	33	1	2	2
24	120	0	47	1	32	1	8	2
25	87	1	87	1	51	1	8	2
26	117	0	72	0	31	1	6	2
27	87	1	66	1	50	1	5	2
28	80	0	42	1	35	1	3	2
29	90	0	74	1	43	1	4	2
30	95	0	79	0	27	1	6	2
15	2503905
587	233	220
30
1	100	0	44	1	37	1	7	1
2	90	1	78	1	55	1	2	1
3	65	1	57	1	42	1	3	1
4	85	0	58	1	41	1	3	1
5	81	1	69	1	50	1	4	1
6	84	1	78	1	51	1	7	1
7	109	1	73	1	73	1	5	1
8	73	1	58	1	52	1	4	1
9	73	1	49	1	40	1	2	1
10	120	0	60	1	39	1	1	1
11	111	1	80	1	68	1	5	1
12	71	1	70	1	53	1	3	1
13	71	1	70	1	59	1	3	1
14	93	0	78	0	33	1	3	1
15	83	1	71	1	43	1	5	1
16	49	0	48	0	23	1	3	2
17	94	0	49	1	44	1	3	2
18	66	0	30	1	27	1	5	2
19	77	1	54	1	40	1	6	2
20	79	1	73	1	61	1	4	2
21	120	0	58	1	50	1	4	2
22	36	1	35	1	33	1	5	2
23	67	1	65	1	42	1	4	2
24	91	0	80	0	31	1	2	2
25	75	1	49	1	40	1	3	2
26	112	0	64	1	43	1	6	2
27	82	1	70	1	56	1	3	2
28	99	1	88	1	55	1	2	2
29	59	0	53	0	26	1	2	2
30	93	1	90	1	59	1	4	2
16	2504005
587	233	220
30
1	43	1	40	1	39	1	5	1
2	97	0	76	1	40	1	5	1
3	67	1	63	1	47	1	3	1
4	98	0	57	1	38	1	5	1
5	73	0	71	0	27	1	1	1
6	66	1	56	1	41	1	2	1
7	82	1	75	1	72	1	6	1
8	93	0	71	1	43	1	5	1
9	95	0	35	1	28	1	2	1
10	88	1	72	1	68	1	3	1
11	88	0	85	0	35	1	4	1
12	100	1	83	1	69	1	4	1
13	74	0	30	1	27	1	4	1
14	82	1	64	1	61	1	3	1
15	63	1	38	1	32	1	2	1
16	108	1	97	1	70	1	5	2
17	87	1	72	1	53	1	3	2
18	107	0	75	0	24	1	4	2
19	101	0	31	1	30	1	4	2
20	86	0	56	0	23	1	3	2
21	90	0	36	1	33	1	4	2
22	70	0	60	1	34	1	6	2
23	76	1	66	1	51	1	8	2
24	75	0	52	1	33	1	5	2
25	103	0	64	0	29	1	2	2
26	108	0	90	0	36	1	6	2
27	77	0	45	1	28	1	6	2
28	96	1	75	1	66	1	3	2
29	63	0	38	1	29	1	6	2
30	107	0	85	0	31	1	3	2
17	2504105
587	233	220
30
1	72	0	49	1	35	1	4	1
2	75	1	66	1	47	1	4	1
3	78	0	30	1	22	1	3	1
4	119	1	79	1	79	1	6	1
5	76	1	65	1	62	1	3	1
6	119	1	81	1	65	1	6	1
7	91	0	77	0	36	1	5	1
8	113	0	89	0	27	1	5	1
9	98	0	59	1	44	1	3	1
10	76	1	55	1	43	1	5	1
11	58	1	51	1	31	1	4	1
12	94	0	40	1	25	1	4	1
13	89	0	66	1	43	1	2	1
14	119	0	55	1	50	1	4	1
15	70	0	43	1	34	1	1	1
16	76	1	71	1	56	1	4	2
17	80	0	58	1	40	1	6	2
18	79	1	57	1	46	1	4	2
19	70	1	68	1	61	1	4	2
20	93	0	46	1	39	1	3	2
21	76	1	45	1	42	1	2	2
22	105	0	32	1	26	1	4	2
23	85	1	67	1	60	1	4	2
24	58	0	35	1	23	1	4	2
25	80	1	65	1	52	1	3	2
26	104	1	69	1	62	1	3	2
27	72	0	48	1	34	1	2	2
28	34	1	32	1	27	1	3	2
29	74	1	73	1	51	1	5	2
30	120	1	80	1	64	1	2	2
18	2504205
587	233	220
30
1	104	0	55	1	30	1	3	1
2	92	1	89	1	73	1	2	1
3	88	0	88	0	43	1	3	1
4	90	1	60	1	60	1	6	1
5	79	1	53	1	41	1	1	1
6	96	0	91	0	28	1	3	1
7	100	1	90	1	79	1	3	1
8	73	0	42	1	32	1	4	1
9	115	1	85	1	60	1	4	1
10	113	1	83	1	76	1	2	1
11	68	0	50	1	31	1	2	1
12	70	0	41	1	30	1	2	1
13	104	0	60	0	26	1	5	1
14	86	0	36	1	29	1	5	1
15	114	0	31	1	29	1	2	1
16	44	1	44	1	42	1	2	2
17	73	1	68	1	62	1	3	2
18	98	1	94	1	74	1	6	2
19	92	0	44	1	40	1	6	2
20	99	1	98	1	68	1	4	2
21	77	1	58	1	49	1	2	2
22	53	1	48	1	30	1	3	2
23	94	1	70	1	67	1	2	2
24	56	1	41	1	37	1	5	2
25	118	0	69	1	40	1	3	2
26	100	0	41	1	33	1	3	2
27	99	1	68	1	67	1	4	2
28	90	0	54	1	35	1	3	2
29	83	1	64	1	44	1	5	2
30	75	0	43	1	36	1	6	2
19	2504305
587	233	220
30
1	60	0	45	1	26	1	6	1
2	71	1	43	1	39	1	4	1
3	99	1	71	1	64	1	2	1
4	61	1	41	1	40	1	5	1
5	83	1	79	1	43	1	2	1
6	63	1	52	1	35	1	2	1
7	54	0	33	1	20	1	2	1
8	62	1	57	1	51	1	3	1
9	79	1	76	1	71	1	1	1
10	91	1	81	1	48	1	4	1
11	95	0	70	0	23	1	5	1
12	101	0	57	1	42	1	4	1
13	119	1	76	1	61	1	7	1
14	78	0	54	0	22	1	2	1
15	93	0	68	0	25	1	4	1
16	104	0	94	0	27	1	3	2
17	66	1	65	1	36	1	6	2
18	68	1	66	1	48	1	5	2
19	100	0	46	0	21	1	6	2
20	106	0	81	0	30	1	5	2
21	55	1	40	1	32	1	8	2
22	83	0	28	1	20	1	5	2
23	103	1	79	1	68	1	4	2
24	38	1	28	1	25	1	3	2
25	81	0	58	0	29	1	7	2
26	96	1	80	1	74	1	5	2
27	88	0	63	0	26	1	7	2
28	74	1	56	1	43	1	2	2
29	93	1	89	1	76	1	6	2
30	69	1	69	1	57	1	5	2
20	2504405
587	233	220
30
1	97	1	77	1	66	1	7	1
2	81	1	69	1	69	1	5	1
3	109	0	53	0	24	1	6	1
4	98	0	33	1	20	1	9	1
5	86	0	56	1	34	1	5	1
6	76	0	50	1	35	1	5	1
7	109	0	42	1	22	1	7	1
8	82	1	69	1	42	1	5	1
9	58	1	43	1	31	1	4	1
10	99	0	80	1	48	1	2	1
11	89	0	68	1	39	1	4	1
12	74	1	53	1	40	1	4	1
13	97	0	43	1	32	1	3	1
14	112	0	70	1	51	1	3	1
15	73	0	29	1	20	1	3	1
16	74	1	72	1	68	1	4	2
17	70	1	64	1	58	1	3	2
18	90	0	62	1	38	1	5	2
19	76	1	69	1	58	1	6	2
20	113	0	65	1	53	1	5	2
21	64	0	62	0	22	1	5	2
22	118	0	47	1	26	1	4	2
23	112	0	69	0	27	1	4	2
24	84	0	61	1	40	1	3	2
25	93	0	47	1	43	1	4	2
26	92	0	51	1	46	1	8	2
27	77	1	58	1	45	1	4	2
28	114	0	51	1	33	1	5	2
29	103	0	59	0	28	1	8	2
30	71	1	64	1	41	1	2	2
21	2504505
587	233	220
30
1	109	1	93	1	72	1	3	1
2	95	0	67	0	32	1	5	1
3	119	0	45	1	36	1	3	1
4	95	1	78	1	62	1	2	1
5	116	0	89	0	32	1	3	1
6	98	0	65	1	38	1	4	1
7	72	0	51	0	24	1	3	1
8	102	0	88	0	26	1	4	1
9	99	0	47	1	44	1	4	1
10	106	0	52	1	31	1	6	1
11	55	1	41	1	32	1	3	1
12	71	0	65	0	29	1	6	1
13	58	1	57	1	48	1	6	1
14	79	0	56	0	25	1	2	1
15	77	1	67	1	53	1	7	1
16	60	1	41	1	40	1	4	2
17	75	0	51	1	31	1	4	2
18	86	0	56	1	40	1	3	2
19	39	1	35	1	30	1	2	2
20	119	0	76	1	48	1	2	2
21	95	1	68	1	66	1	3	2
22	100	1	74	1	62	1	4	2
23	120	0	69	1	36	1	5	2
24	68	0	42	1	32	1	7	2
25	97	0	81	0	37	1	8	2
26	99	1	88	1	79	1	4	2
27	66	1	65	1	53	1	1	2
28	80	1	58	1	53	1	6	2
29	113	0	41	1	28	1	3	2
30	84	1	74	1	59	1	3	2
22	2504605
587	233	220
30
1	89	1	78	1	50	1	2	1
2	73	1	65	1	46	1	3	1
3	94	0	66	1	39	1	3	1
4	66	1	59	1	42	1	4	1
5	106	1	93	1	70	1	6	1
6	80	1	71	1	62	1	4	1
7	60	0	36	1	26	1	3	1
8	72	0	31	1	31	1	4	1
9	63	0	63	0	31	1	2	1
10	74	0	39	1	23	1	3	1
11	105	0	72	1	52	1	5	1
12	101	0	76	1	45	1	5	1
13	93	1	73	1	65	1	1	1
14	74	1	47	1	42	1	6	1
15	72	0	33	1	28	1	6	1
16	99	0	91	0	45	1	5	2
17	79	1	60	1	44	1	7	2
18	81	1	57	1	50	1	5	2
19	99	1	72	1	61	1	4	2
20	38	1	35	1	31	1	4	2
21	74	1	51	1	48	1	5	2
22	98	0	96	0	40	1	4	2
23	70	1	46	1	38	1	3	2
24	65	1	51	1	44	1	4	2
25	69	0	59	0	26	1	7	2
26	83	1	70	1	51	1	5	2
27	56	0	48	0	23	1	4	2
28	73	1	66	1	47	1	5	2
29	74	0	54	1	33	1	4	2
30	98	0	54	1	46	1	6	2
23	2504705
587	233	220
30
1	84	0	81	0	23	1	3	1
2	115	1	72	1	64	1	3	1
3	77	0	49	1	25	1	2	1
4	40	1	37	1	22	1	9	1
5	97	0	96	0	46	1	3	1
6	95	0	43	1	25	1	7	1
7	90	0	69	0	28	1	3	1
8	56	1	51	1	49	1	4	1
9	118	1	93	1	80	1	7	1
10	56	1	47	1	41	1	3	1
11	78	0	71	0	27	1	3	1
12	88	0	62	1	41	1	2	1
13	87	0	53	0	21	1	4	1
14	105	0	47	1	28	1	2	1
15	103	1	68	1	65	1	4	1
16	67	0	64	0	31	1	6	2
17	83	0	37	1	27	1	3	2
18	44	1	31	1	29	1	6	2
19	91	1	69	1	49	1	4	2
20	90	0	61	1	42	1	7	2
21	82	0	81	0	30	1	4	2
22	96	0	67	1	40	1	2	2
23	70	1	55	1	47	1	2	2
24	46	1	37	1	34	1	6	2
25	112	1	76	1	58	1	6	2
26	79	0	41	1	23	1	7	2
27	45	1	43	1	43	1	5	2
28	104	0	74	0	32	1	3	2
29	66	1	43	1	43	1	9	2
30	112	0	79	1	49	1	6	2
24	2504805
587	233	220
30
1	113	0	80	0	29	1	6	1
2	98	1	65	1	62	1	4	1
3	60	1	59	1	46	1	4	1
4	100	1	97	1	64	1	3	1
5	99	0	88	0	23	1	3	1
6	106	0	49	1	33	1	3	1
7	78	0	54	1	30	1	3	1
8	71	1	68	1	41	1	5	1
9	83	0	80	0	35	1	5	1
10	99	0	55	0	27	1	1	1
11	91	0	51	1	43	1	4	1
12	99	1	78	1	72	1	3	1
13	102	0	88	0	37	1	5	1
14	97	1	75	1	72	1	3	1
15	83	0	63	0	27	1	5	1
16	78	0	38	1	36	1	3	2
17	120	0	88	1	55	1	1	2
18	77	0	72	1	38	1	4	2
19	45	1	38	1	25	1	7	2
20	73	0	48	0	23	1	5	2
21	87	0	73	1	38	1	6	2
22	94	0	75	0	33	1	2	2
23	71	1	64	1	56	1	5	2
24	94	1	69	1	48	1	3	2
25	75	1	66	1	46	1	6	2
26	89	1	75	1	56	1	9	2
27	62	1	38	1	34	1	4	2
28	81	1	71	1	52	1	2	2
29	88	1	79	1	53	1	2	2
30	51	1	44	1	35	1	9	2
25	2504905
587	233	220
30
1	75	0	54	1	35	1	6	1
2	107	0	60	1	49	1	6	1
3	70	1	67	1	42	1	3	1
4	78	1	71	1	44	1	6	1
5	78	0	61	0	27	1	5	1
6	78	1	73	1	48	1	7	1
7	109	0	87	0	32	1	2	1
8	91	0	87	0	25	1	4	1
9	67	1	51	1	47	1	4	1
10	67	1	63	1	60	1	4	1
11	115	0	59	1	34	1	6	1
12	102	0	35	1	34	1	4	1
13	117	0	54	1	48	1	4	1
14	70	1	61	1	40	1	5	1
15	64	1	63	1	59	1	3	1
16	95	1	87	1	63	1	4	2
17	113	0	92	0	23	1	7	2
18	113	0	49	1	32	1	3	2
19	99	1	75	1	63	1	2	2
20	56	1	55	1	46	1	4	2
21	94	1	69	1	55	1	3	2
22	110	1	93	1	60	1	5	2
23	73	1	72	1	65	1	5	2
24	77	1	50	1	41	1	5	2
25	55	1	37	1	34	1	4	2
26	71	0	60	0	28	1	6	2
27	99	0	33	1	21	1	1	2
28	89	0	72	1	37	1	3	2
29	63	0	58	1	31	1	6	2
30	48	0	38	1	23	1	3	2
26	2505005
587	233	220
30
1	86	0	71	1	41	1	9	1
2	75	1	58	1	58	1	7	1
3	100	0	81	0	27	1	5	1
4	59	0	42	1	24	1	6	1
5	69	0	37	1	30	1	6	1
6	63	1	50	1	36	1	7	1
7	96	0	72	0	34	1	3	1
